Unnamed: 0,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,PoolQC,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,HouseAge,HouseModelAge,TotalSF,TotalArea,TotalBath,TotalPorchSF
686,60,FV,84.0,10207,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,874,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,,Attchd,Fin,2,578,TA,TA,Y,144,0,,0,8,New,Partial,227875,0,0,1761,2635,3.0,105
687,160,FV,0.0,5105,Pave,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,312,GasA,Ex,Y,SBrkr,0,2,1,Gd,4,Typ,0,,Detchd,Unf,2,480,TA,TA,Y,0,0,,0,3,WD,Normal,148800,3,3,1341,1653,2.5,60
688,20,RL,60.0,8089,Pave,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,474,GasA,Ex,Y,SBrkr,0,2,1,Gd,7,Typ,1,Gd,Attchd,RFn,2,567,TA,TA,Y,140,0,,0,10,New,Partial,392000,0,0,2364,2838,3.0,0
689,120,RL,61.0,7577,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,1342,GasA,Ex,Y,SBrkr,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,460,TA,TA,Y,192,0,,0,6,WD,Normal,194700,2,1,1382,2724,2.0,28
691,60,RL,104.0,21535,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,6,Gable,WdShngl,HdBoard,HdBoard,BrkFace,1170.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,989,GasA,Ex,Y,SBrkr,0,4,1,Ex,10,Typ,2,Ex,Attchd,Fin,3,832,TA,TA,Y,382,0,,0,1,WD,Normal,755000,13,12,5771,6760,4.0,50
692,60,RL,42.0,26178,Pave,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,293.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,245,GasA,Ex,Y,SBrkr,0,4,1,Gd,9,Typ,2,Gd,Attchd,RFn,2,628,TA,TA,Y,320,0,,0,4,WD,Normal,335000,17,16,3484,3729,3.5,27
693,30,RL,60.0,5400,Pave,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1073,GasA,Ex,Y,SBrkr,0,2,1,TA,4,Typ,0,,Detchd,Unf,1,326,TA,TA,Y,0,0,,0,12,WD,Abnorml,108480,85,38,1073,2146,1.0,112
694,50,RM,51.0,6120,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,Unf,927,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,0,,Detchd,Unf,2,576,TA,TA,Y,112,0,,0,4,WD,Normal,141500,73,59,1539,2466,1.5,0
695,20,RL,54.0,13811,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,TA,TA,CBlock,Gd,Gd,No,GLQ,LwQ,92,GasA,Gd,Y,SBrkr,0,2,1,Gd,5,Typ,1,TA,Attchd,Unf,2,551,TA,TA,Y,125,0,,0,7,WD,Normal,176000,19,19,2157,2249,3.0,0
696,30,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,0,GasA,Gd,Y,SBrkr,0,2,1,TA,4,Typ,0,,Detchd,Unf,1,205,TA,TA,Y,0,0,,0,6,WD,Normal,89000,85,56,1232,1232,1.0,129
697,20,RL,57.0,6420,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,Ex,Gd,Mn,LwQ,ALQ,219,GasA,Fa,Y,FuseA,0,2,1,TA,6,Typ,0,,Detchd,Unf,1,308,TA,TA,Y,0,0,,0,9,WD,Normal,123500,54,54,1909,2128,1.5,0
698,20,RL,65.0,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,BLQ,224,GasA,Ex,Y,SBrkr,0,3,1,TA,5,Typ,1,Gd,Detchd,Unf,1,336,TA,TA,Y,416,0,,0,4,WD,Normal,138500,45,1,1564,1788,2.0,144
699,120,FV,59.0,4282,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1375,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,0,,Attchd,RFn,2,530,TA,TA,Y,156,0,,0,7,WD,Normal,196000,4,4,1407,2782,2.0,158
700,20,RL,85.0,14331,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,526,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,3,765,TA,TA,Y,270,0,,0,5,WD,Normal,312500,4,4,3074,3600,3.0,78
701,20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1164,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,,Attchd,Unf,2,528,TA,TA,Y,0,0,,0,7,COD,Normal,140000,37,37,1164,2328,1.5,0
702,60,RL,82.0,12438,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,466.0,Ex,TA,PConc,Ex,Gd,No,Unf,Unf,1234,GasA,Ex,Y,SBrkr,0,4,1,Ex,10,Typ,1,Gd,BuiltIn,Fin,3,666,TA,TA,Y,324,0,,0,7,New,Partial,361919,0,0,2576,3810,2.5,100
703,190,RM,76.0,7630,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,5,9,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,Gd,BrkTil,Gd,TA,No,Unf,Unf,360,GasA,Gd,Y,SBrkr,0,4,2,Gd,8,Typ,1,Po,Detchd,Unf,2,672,TA,TA,N,344,0,,0,5,WD,Normal,140000,110,14,1812,2172,2.0,40
704,20,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,761,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,,Attchd,RFn,2,606,TA,TA,Y,0,0,,0,5,WD,Normal,213000,6,5,2196,2957,3.0,179
706,20,RL,0.0,115149,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,Stone,351.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,424,GasA,TA,Y,SBrkr,0,2,1,Gd,5,Typ,2,TA,Attchd,Unf,2,739,TA,TA,Y,380,0,,0,6,WD,Normal,302000,36,5,3043,3467,3.0,48
707,120,RL,48.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,461,GasA,Ex,Y,SBrkr,0,2,1,Gd,6,Typ,1,Gd,Attchd,Fin,2,550,TA,TA,Y,192,0,,0,12,WD,Normal,254000,3,3,2187,2648,3.0,38
708,60,RL,65.0,9018,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,728,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,400,TA,TA,Y,100,0,,0,7,New,Partial,179540,0,0,1456,2184,2.5,24
709,20,RL,0.0,7162,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,TA,TA,PConc,TA,TA,No,Unf,Unf,876,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,,Attchd,Unf,1,408,TA,TA,Y,0,0,,0,12,WD,Abnorml,109900,42,42,904,1780,1.0,0
710,30,RL,56.0,4130,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,CBlock,TA,TA,No,Unf,Unf,270,GasA,Gd,Y,SBrkr,0,2,1,TA,5,Maj2,0,,,,0,0,,,N,0,0,,0,7,WD,Normal,52000,73,5,729,999,1.0,0
711,50,C (all),66.0,8712,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,Stone,TA,TA,Mn,Unf,Unf,859,GasA,Gd,Y,SBrkr,0,2,1,TA,7,Typ,0,,Detchd,RFn,1,384,TA,TA,N,68,0,,0,1,WD,Abnorml,102776,110,60,1178,2037,1.0,98
712,120,RL,40.0,4671,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,461,GasA,Gd,Y,SBrkr,0,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2,472,TA,TA,Y,168,0,,0,10,WD,Normal,189000,20,19,1995,2456,3.0,120
713,190,RL,60.0,9873,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,171,GasW,TA,N,SBrkr,0,3,1,TA,6,Typ,0,,Detchd,Unf,2,576,TA,TA,Y,0,0,,0,5,WD,Normal,129000,36,36,1749,1920,2.0,288
714,60,RL,0.0,13517,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,6,8,Gable,CompShg,HdBoard,Plywood,BrkFace,289.0,Gd,TA,CBlock,TA,TA,No,GLQ,Unf,192,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,,Attchd,RFn,2,475,TA,TA,Y,0,0,,0,3,WD,Normal,130500,34,5,2012,2204,2.5,44
715,20,RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,1064,GasA,TA,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,478,TA,TA,Y,0,0,,0,8,WD,Normal,165000,35,35,1350,2414,2.0,0
716,70,RM,60.0,10800,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,Gable,CompShg,Wd Sdng,VinylSd,,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,718,GasA,Ex,Y,SBrkr,0,3,1,TA,8,Typ,0,,Detchd,Unf,2,704,TA,TA,P,0,0,,0,7,WD,Normal,159500,117,9,2554,3272,1.5,191
717,20,RL,80.0,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,92,GasA,Gd,Y,SBrkr,0,3,1,Gd,5,Typ,1,Fa,Attchd,Unf,2,439,TA,TA,Y,224,0,,0,11,WD,Normal,157000,35,8,2262,2354,2.0,0
718,60,RL,96.0,10542,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,138,GasA,Ex,Y,SBrkr,0,3,1,Gd,9,Typ,1,TA,Attchd,RFn,3,983,TA,TA,Y,250,0,,0,8,WD,Normal,341000,15,14,3591,3729,3.5,370
719,20,RL,69.0,9920,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,448,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,1,Po,Attchd,Unf,1,300,TA,TA,Y,0,0,,0,5,WD,Normal,128500,37,37,1494,1942,1.5,0
720,120,RL,0.0,6563,Pave,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,594,GasA,TA,Y,SBrkr,0,2,1,Gd,5,Typ,1,TA,Attchd,RFn,2,564,TA,TA,Y,114,0,,0,12,WD,Normal,275000,21,21,2890,3484,3.0,262
721,120,RM,0.0,4426,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,186,GasA,Ex,Y,SBrkr,0,1,1,Gd,3,Typ,0,,Attchd,RFn,2,420,TA,TA,Y,160,0,,0,5,WD,Normal,143000,6,6,1510,1696,2.0,0
722,20,RL,70.0,8120,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,673,GasA,Ex,Y,SBrkr,0,3,1,TA,5,Typ,0,,Detchd,Unf,2,463,TA,TA,Y,0,0,,0,7,WD,Normal,124500,39,39,1055,1728,1.0,0
723,50,RL,60.0,8172,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,941,GasA,Ex,Y,SBrkr,0,4,1,TA,7,Typ,0,,Detchd,Unf,1,548,TA,TA,Y,0,0,,0,5,WD,Normal,135000,54,36,1470,2411,2.0,156
724,20,RL,86.0,13286,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,464,GasA,Ex,Y,SBrkr,0,3,1,Ex,8,Typ,1,Gd,Attchd,Fin,3,768,TA,TA,Y,327,0,,0,2,WD,Normal,320000,2,1,2932,3396,3.0,64
725,20,RL,60.0,6960,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,250,GasA,TA,Y,SBrkr,0,3,1,Gd,5,Typ,0,,Detchd,Unf,2,660,TA,TA,Y,96,0,,500,11,WD,Normal,120500,39,39,1478,1728,1.0,0
726,20,RL,0.0,21695,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,9,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,Unf,72,GasA,Ex,Y,SBrkr,0,3,1,Gd,5,Typ,1,Gd,Attchd,Fin,2,540,TA,TA,Y,292,0,,0,12,WD,Normal,222000,21,2,2488,2560,3.0,226
727,20,RL,64.0,7314,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,508,GasA,Ex,Y,SBrkr,0,2,1,Gd,6,Typ,0,,Attchd,RFn,2,632,TA,TA,Y,132,0,,0,2,WD,Normal,194500,2,2,1956,2464,3.0,0
728,90,RL,85.0,11475,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1584,GasA,TA,Y,SBrkr,0,4,2,TA,9,Typ,0,,Detchd,Unf,3,888,TA,TA,Y,0,0,,0,7,COD,Abnorml,110000,51,51,1776,3360,3.0,25
730,120,RL,39.0,5389,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,415,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,1,TA,Attchd,RFn,2,608,TA,TA,Y,237,0,,0,3,WD,Normal,236500,15,14,2796,3211,3.0,152
731,80,RL,73.0,9590,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,82,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,2,438,TA,TA,Y,160,0,,0,5,WD,Normal,187500,4,4,1932,2014,3.0,22
732,60,RL,75.0,11404,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,901,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,1,TA,Attchd,Fin,2,541,TA,TA,Y,192,0,,0,7,WD,Normal,222500,10,9,2283,3184,2.5,84
733,20,RL,80.0,10000,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,270,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,1,264,TA,TA,Y,165,0,,400,3,WD,Normal,131400,48,26,1738,2008,2.0,0
734,20,RL,0.0,8978,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,948,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,,Attchd,Unf,1,300,TA,TA,Y,147,0,,0,5,WD,Family,108000,39,39,948,1896,1.0,0
735,75,RM,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,Unf,490,GasW,Fa,N,SBrkr,0,2,1,TA,6,Typ,2,TA,Detchd,Unf,2,320,TA,TA,N,0,0,,0,10,WD,Normal,163000,92,36,2158,2648,1.5,341
736,90,RL,60.0,8544,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,Gable,CompShg,Stucco,Stone,,0.0,TA,TA,CBlock,,,,,,0,GasA,Gd,N,FuseF,0,2,2,TA,6,Typ,0,,Detchd,Unf,2,400,TA,TA,Y,0,0,,0,7,WD,Normal,93500,56,56,1040,1040,2.0,0
738,90,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,Unf,0,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,0,,,,0,0,,,Y,120,0,,0,3,WD,Alloca,179000,22,21,2400,2400,6.0,0
739,60,RL,65.0,9313,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,864,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,,Attchd,RFn,2,572,TA,TA,Y,187,0,,0,4,WD,Normal,190000,5,5,1728,2592,2.5,56
740,70,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,Unf,264,GasA,Ex,Y,SBrkr,0,2,1,TA,7,Typ,0,,Detchd,Unf,2,360,TA,Gd,Y,270,0,,0,5,WD,Abnorml,132000,97,5,1432,1696,2.0,112
741,20,RL,65.0,6768,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,Unf,80,GasA,Gd,Y,SBrkr,0,3,1,Gd,5,Typ,0,,Detchd,Unf,1,288,TA,TA,Y,168,0,,0,5,WD,Normal,142000,47,12,1744,1824,2.5,0
742,20,RL,65.0,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1349,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,0,,Attchd,Unf,2,539,TA,TA,Y,120,0,,0,12,WD,Normal,179000,7,6,1349,2698,2.0,55
743,80,RL,70.0,12886,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,76,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Min2,1,TA,Attchd,RFn,2,480,TA,TA,Y,302,0,,0,10,WD,Normal,175000,46,10,1908,1984,2.5,100
744,120,RL,41.0,5395,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,604,GasA,Gd,Y,SBrkr,0,2,1,Gd,5,Typ,1,TA,Attchd,RFn,2,462,TA,TA,Y,96,0,,0,10,WD,Normal,180000,15,15,2070,2674,3.0,238
745,60,RL,0.0,8963,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,Ex,Gd,CBlock,TA,Gd,No,GLQ,ALQ,487,GasA,Ex,Y,SBrkr,0,4,1,Gd,11,Typ,2,TA,BuiltIn,Fin,2,831,TA,TA,Y,0,0,,0,7,WD,Normal,299800,32,12,3370,3857,4.0,204
747,70,RM,65.0,11700,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,Mansard,CompShg,Stucco,Stucco,,0.0,Gd,TA,Stone,TA,Fa,No,Unf,Unf,1240,GasW,TA,N,SBrkr,0,4,1,Gd,8,Typ,1,Gd,Detchd,Unf,4,864,TA,TA,N,181,0,,0,5,WD,Normal,265979,129,6,2640,3880,1.5,386
748,20,RL,59.0,10593,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,801,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,527,TA,TA,Y,240,0,,0,3,WD,Normal,260400,14,14,2639,3440,3.0,210
749,50,RL,50.0,8405,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,TA,Slab,,,,,,0,Wall,TA,N,FuseF,0,4,1,TA,9,Mod,0,,Detchd,Unf,1,240,TA,TA,N,92,0,,0,4,WD,Normal,98000,64,59,1529,1529,2.0,185
750,50,RM,55.0,8800,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,576,GasA,Gd,Y,SBrkr,0,3,1,TA,7,Min2,0,,,,0,0,,,N,0,0,,0,6,WD,Normal,96500,100,6,1140,1716,1.0,160
751,60,RL,0.0,7750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,660,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,,Attchd,Fin,2,400,TA,TA,Y,0,0,,0,8,WD,Normal,162000,4,4,1320,1980,2.5,48
